NUMERO,DT_EMISSAO,CODCLI,NOME,DESC_MARCA,DESC_LINHA,DESC_COLECAO,DESC_GRUPO,DESC_COORDENADO,PROD,DESC_PROD,COD_EST,NOME_CID,NOME_REP,QTDE,VALOR_LIQ,CUSTO_IND
46968,23/06/2022,13802,DANIELLY B. DE CASTRO & CIA LTDA,KIKI,INFANTIL,VERAO 2023 - VERAO,CONJ. BLUSA/SHORTS INF. FEM.,,3500033,CONJ. BLUSA/SHORTS INF. FEM.,GO,PORANGATU,ANA LUIZA SILVA SANTOS LTDA,3,"240,342","34,062"
46968,23/06/2022,13802,DANIELLY B. DE CASTRO & CIA LTDA,KIKI,BEBE,VERAO 2023 - VERAO,VESTIDO INF. FEM.,,1100022,VESTIDO INF. FEM.,GO,PORANGATU,ANA LUIZA SILVA SANTOS LTDA,2,"130,052","27,5485"
46968,23/06/2022,13802,DANIELLY B. DE CASTRO & CIA LTDA,KIKI,PRIMEIROS PASSOS,VERAO 2023 - VERAO,VESTIDO INF. FEM.,,2100053,VESTIDO INF. FEM.,GO,PORANGATU,ANA LUIZA SILVA SANTOS LTDA,3,"232,716","32,7214"
46968,23/06/2022,13802,DANIELLY B. DE CASTRO & CIA LTDA,KIKI,PRIMEIROS PASSOS,VERAO 2023 - VERAO,VESTIDO INF. FEM.,,2100051,VESTIDO INF. FEM.,GO,PORANGATU,ANA LUIZA SILVA SANTOS LTDA,3,"232,716","32,7388"
46968,23/06/2022,13802,DANIELLY B. DE CASTRO & CIA LTDA,KIKI,INFANTIL,VERAO 2023 - VERAO,VESTIDO INF. FEM.,,3100050,VESTIDO INF. FEM.,GO,PORANGATU,ANA LUIZA SILVA SANTOS LTDA,4,"277,816","25,9273"
46968,23/06/2022,13802,DANIELLY B. DE CASTRO & CIA LTDA,KIKI,PRIMEIROS PASSOS,VERAO 2023 - VERAO,VESTIDO INF. FEM.,,2100045,VESTIDO INF. FEM.,GO,PORANGATU,ANA LUIZA SILVA SANTOS LTDA,4,"284,704","30,1033"
46968,23/06/2022,13802,DANIELLY B. DE CASTRO & CIA LTDA,KIKI,PRIMEIROS PASSOS,VERAO 2023 - VERAO,CONJ. BLUSA/SHORTS INF. FEM.,,2500031,CONJ. BLUSA/SHORTS INF. FEM.,GO,PORANGATU,ANA LUIZA SILVA SANTOS LTDA,3,"221,154","31,5124"
46969,23/06/2022,13802,DANIELLY B. DE CASTRO & CIA LTDA,KIKI,PRIMEIROS PASSOS,VERAO 2023 - PRIMAVERA,CONJ. BLUSA DE ALCA/SHORTS INF. FEM.,,2500026,CONJ. BLUSA DE ALCA/SHORTS INF. FEM.,GO,PORANGATU,ANA LUIZA SILVA SANTOS LTDA,3,"230,256","31,6372"
46969,23/06/2022,13802,DANIELLY B. DE CASTRO & CIA LTDA,KIKI,PRIMEIROS PASSOS,VERAO 2023 - PRIMAVERA,MACACAO INF. FEM.,,2350005,MACACAO INF. FEM.,GO,PORANGATU,ANA LUIZA SILVA SANTOS LTDA,2,"161,54","32,6347"
46969,23/06/2022,13802,DANIELLY B. DE CASTRO & CIA LTDA,KIKI,BEBE,VERAO 2023 - PRIMAVERA,SALOPETE/BODY INF. FEM.,,1200014,SALOPETE/BODY INF. FEM.,GO,PORANGATU,ANA LUIZA SILVA SANTOS LTDA,2,"140,548","28,675"
46969,23/06/2022,13802,DANIELLY B. DE CASTRO & CIA LTDA,KIKI,PRIMEIROS PASSOS,VERAO 2023 - PRIMAVERA,CONJ. BLUSA/SHORTS INF. FEM.,,2500032,CONJ. BLUSA/SHORTS INF. FEM.,GO,PORANGATU,ANA LUIZA SILVA SANTOS LTDA,3,"232,47","34,9381"
46969,23/06/2022,13802,DANIELLY B. DE CASTRO & CIA LTDA,KIKI,INFANTIL,VERAO 2023 - PRIMAVERA,CONJ. REGATA/SAIA INF. FEM.,,3400029,CONJ. REGATA/SAIA INF. FEM.,GO,PORANGATU,ANA LUIZA SILVA SANTOS LTDA,3,"234,192","29,1393"
46969,23/06/2022,13802,DANIELLY B. DE CASTRO & CIA LTDA,KIKI,INFANTIL,VERAO 2023 - PRIMAVERA,CONJ. BLUSA/SAIA INF. FEM.,,3400024,CONJ. BLUSA/SAIA INF. FEM.,GO,PORANGATU,ANA LUIZA SILVA SANTOS LTDA,3,"269,862","38,2288"
46969,23/06/2022,13802,DANIELLY B. DE CASTRO & CIA LTDA,KIKI,BEBE,VERAO 2023 - PRIMAVERA,CONJ. BODY/SHORTS INF. FEM.,,1500009,CONJ. BODY/SHORTS INF. FEM.,GO,PORANGATU,ANA LUIZA SILVA SANTOS LTDA,2,"145,796","29,1895"
46969,23/06/2022,13802,DANIELLY B. DE CASTRO & CIA LTDA,KIKI,PRIMEIROS PASSOS,VERAO 2023 - PRIMAVERA,JARDINEIRA/BLUSA INF. FEM.,,2250011,JARDINEIRA/BLUSA INF. FEM.,GO,PORANGATU,ANA LUIZA SILVA SANTOS LTDA,2,"140,22","26,5588"
46969,23/06/2022,13802,DANIELLY B. DE CASTRO & CIA LTDA,KIKI,INFANTIL,VERAO 2023 - PRIMAVERA,VESTIDO INF. FEM.,,3100058,VESTIDO INF. FEM.,GO,PORANGATU,ANA LUIZA SILVA SANTOS LTDA,3,"282,408","42,1458"
