NUMERO,DT_EMISSAO,CODCLI,NOME,DESC_MARCA,DESC_LINHA,DESC_COLECAO,DESC_GRUPO,DESC_COORDENADO,PROD,DESC_PROD,COD_EST,NOME_CID,NOME_REP,QTDE,VALOR_LIQ,CUSTO_IND
23653,04/12/2019,10391,JULIANA DANIELE DA SILVA 35618219875,KIKI,INFANTIL,INVERNO 2020,VESTIDO INF. FEM.,,5751,VESTIDO INF. FEM.,SP,ITAPEVI,FAFABELLA CONFECCOES LTDA - ME,6,"440,1","35,1236"
23653,04/12/2019,10391,JULIANA DANIELE DA SILVA 35618219875,KIKI,INFANTIL,INVERNO 2020,VESTIDO INF. FEM.,,5747,VESTIDO INF. FEM.,SP,ITAPEVI,FAFABELLA CONFECCOES LTDA - ME,6,"386,1","30,7988"
23653,04/12/2019,10391,JULIANA DANIELE DA SILVA 35618219875,KIKI,PRIMEIROS PASSOS,INVERNO 2020,CONJ. BLUSA/SHORTS SAIA INF.   FEM.,,3626,CONJ. BLUSA/SHORTS SAIA INF.   FEM.,SP,ITAPEVI,FAFABELLA CONFECCOES LTDA - ME,9,"467,775","22,5986"
23653,04/12/2019,10391,JULIANA DANIELE DA SILVA 35618219875,KIKI,BEBE,INVERNO 2020,BODY INF. FEM.,,1620,BODY INF. FEM.,SP,ITAPEVI,FAFABELLA CONFECCOES LTDA - ME,4,"116,7","13,9527"
23653,04/12/2019,10391,JULIANA DANIELE DA SILVA 35618219875,KIKI,INFANTIL,INVERNO 2020,CONJ. BLUSA/SHORTS SAIA INF.  FEM.,,5782,CONJ. BLUSA/SHORTS SAIA INF.  FEM.,SP,ITAPEVI,FAFABELLA CONFECCOES LTDA - ME,6,"327,6","24,1153"
23653,04/12/2019,10391,JULIANA DANIELE DA SILVA 35618219875,KIKI,PRIMEIROS PASSOS,INVERNO 2020,CONJ. BLUSA/SHORTS SAIA INF. FEM.,,3633,CONJ. BLUSA/SHORTS SAIA INF. FEM.,SP,ITAPEVI,FAFABELLA CONFECCOES LTDA - ME,5,"260,625","27,517"
23653,04/12/2019,10391,JULIANA DANIELE DA SILVA 35618219875,KIKI,INFANTIL,INVERNO 2020,CONJ. BLUSA/CALCA INF. FEM.,,5811,CONJ. BLUSA/CALCA INF. FEM.,SP,ITAPEVI,FAFABELLA CONFECCOES LTDA - ME,8,"460,8","27,7626"
23653,04/12/2019,10391,JULIANA DANIELE DA SILVA 35618219875,KIKI,BEBE,INVERNO 2020,VESTIDO INF. FEM.,,1587,VESTIDO INF. FEM.,SP,ITAPEVI,FAFABELLA CONFECCOES LTDA - ME,5,"322,125","38,2277"
23653,04/12/2019,10391,JULIANA DANIELE DA SILVA 35618219875,KIKI,PRIMEIROS PASSOS,INVERNO 2020,CONJ. CASACO/CALCA INF. FEM.,,3656,CONJ. CASACO/CALCA INF. FEM.,SP,ITAPEVI,FAFABELLA CONFECCOES LTDA - ME,5,387,"37,0851"
23653,04/12/2019,10391,JULIANA DANIELE DA SILVA 35618219875,MENINA ANJO,TEEN,INVERNO 2020,CONJ. BLUSA/SAIA FEM.,,7195,CONJ. BLUSA/SAIA FEM.,SP,ITAPEVI,FAFABELLA CONFECCOES LTDA - ME,7,"415,8","25,3861"
